Input1,Input2,Output,MAE,MSE
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,1.000000,1.000000,0.000001,0.000000
1.000000,0.000000,1.000000,0.000002,0.000000
1.000000,1.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000002,0.000000
